User ID,Subscription Type,Monthly Revenue,Join Date,Last Payment Date,Country,Age,Gender,Device,Plan Duration
128,Standard,12,06-10-22,27-06-23,Mexico,48,Male,Smartphone,1 Month
129,Standard,13,05-11-22,23-06-23,Spain,38,Male,Smart TV,1 Month
130,Basic,14,07-01-23,23-06-23,Italy,43,Female,Tablet,1 Month
131,Premium,15,06-10-22,23-06-23,United States,47,Male,Laptop,1 Month
132,Basic,15,24-06-22,28-06-23,Canada,48,Female,Smart TV,1 Month
133,Standard,13,24-06-22,26-06-23,United Kingdom,47,Male,Smart TV,1 Month
134,Premium,15,05-11-22,25-06-23,Australia,32,Male,Tablet,1 Month
135,Basic,13,18-07-22,26-06-23,Germany,47,Female,Smart TV,1 Month
136,Premium,12,13-09-22,26-06-23,France,41,Female,Smart TV,1 Month
137,Basic,12,10-08-22,22-06-23,Brazil,49,Male,Laptop,1 Month
138,Standard,15,21-09-22,23-06-23,Mexico,28,Male,Laptop,1 Month
139,Standard,13,24-03-23,23-06-23,Spain,40,Male,Smartphone,1 Month
140,Basic,12,02-05-22,23-06-23,Italy,43,Female,Smartphone,1 Month
141,Premium,12,11-05-22,27-06-23,United States,42,Male,Smartphone,1 Month
142,Basic,14,10-06-22,22-06-23,Canada,28,Male,Smart TV,1 Month
143,Standard,14,31-08-22,24-06-23,United Kingdom,30,Female,Tablet,1 Month
144,Premium,10,17-08-22,26-06-23,Australia,33,Male,Smart TV,1 Month
145,Basic,11,05-05-22,26-06-23,Germany,35,Female,Laptop,1 Month
146,Basic,10,06-10-22,25-06-23,France,38,Male,Tablet,1 Month
147,Basic,12,08-11-22,24-06-23,Brazil,49,Female,Laptop,1 Month
148,Standard,15,27-11-22,28-06-23,Mexico,39,Female,Smartphone,1 Month
149,Premium,13,17-11-22,27-06-23,Spain,46,Female,Smart TV,1 Month
150,Basic,10,15-12-22,23-06-23,Italy,47,Female,Laptop,1 Month
151,Basic,15,12-12-22,25-06-23,United States,30,Female,Laptop,1 Month
152,Premium,14,23-11-22,27-06-23,Canada,33,Female,Tablet,1 Month
153,Standard,11,25-12-22,24-06-23,United Kingdom,47,Male,Smartphone,1 Month
154,Standard,11,11-03-23,27-06-23,Australia,27,Male,Laptop,1 Month
155,Basic,14,18-11-22,27-06-23,Germany,28,Male,Tablet,1 Month
156,Premium,15,19-08-22,25-06-23,France,47,Male,Smartphone,1 Month
157,Standard,14,27-09-22,24-06-23,Brazil,30,Male,Laptop,1 Month
158,Basic,13,19-10-22,28-06-23,Mexico,47,Female,Smartphone,1 Month
159,Standard,10,21-12-22,26-06-23,Spain,51,Female,Smart TV,1 Month
160,Premium,15,27-10-22,25-06-23,Italy,39,Male,Smartphone,1 Month
161,Basic,10,23-10-22,24-06-23,United States,45,Male,Tablet,1 Month
162,Premium,15,19-04-22,25-06-23,Canada,31,Male,Laptop,1 Month
163,Standard,11,05-04-22,26-06-23,United Kingdom,29,Male,Laptop,1 Month
164,Basic,11,11-03-22,26-06-23,Australia,42,Female,Tablet,1 Month
165,Standard,14,25-05-22,25-06-23,Germany,49,Male,Tablet,1 Month
166,Premium,13,16-04-22,26-06-23,France,42,Male,Laptop,1 Month
167,Basic,13,07-04-22,24-06-23,Brazil,29,Male,Smartphone,1 Month
168,Standard,10,11-12-22,28-06-23,Mexico,29,Male,Tablet,1 Month
169,Premium,12,20-01-23,26-06-23,Spain,49,Male,Tablet,1 Month
170,Basic,14,12-01-23,25-06-23,Italy,32,Male,Laptop,1 Month
171,Premium,11,29-04-22,24-06-23,United States,35,Female,Tablet,1 Month
172,Basic,12,27-04-22,26-06-23,Canada,39,Female,Smartphone,1 Month
173,Standard,15,03-06-22,25-06-23,United Kingdom,40,Male,Smartphone,1 Month
174,Standard,14,23-04-22,25-06-23,Australia,39,Female,Tablet,1 Month
175,Basic,10,22-04-22,26-06-23,Germany,47,Female,Laptop,1 Month
176,Premium,13,12-04-22,25-06-23,France,37,Female,Smart TV,1 Month
177,Basic,15,23-05-22,26-06-23,Brazil,27,Female,Smartphone,1 Month
178,Standard,13,19-10-22,26-06-23,Mexico,49,Female,Laptop,1 Month
179,Premium,10,03-12-22,26-06-23,Spain,30,Female,Tablet,1 Month
180,Basic,14,26-09-22,25-06-23,Italy,36,Male,Laptop,1 Month
181,Premium,15,16-06-22,27-06-23,United States,33,Male,Smartphone,1 Month
182,Basic,13,16-05-22,25-06-23,Canada,30,Female,Laptop,1 Month
183,Standard,15,26-05-22,26-06-23,United Kingdom,36,Female,Tablet,1 Month
184,Standard,13,26-04-22,25-06-23,Australia,28,Female,Laptop,1 Month
185,Basic,11,12-05-22,25-06-23,Germany,47,Female,Tablet,1 Month
186,Premium,12,01-03-22,25-06-23,France,33,Female,Smart TV,1 Month
187,Basic,13,10-07-22,24-06-23,Brazil,49,Female,Laptop,1 Month
188,Standard,15,16-07-22,27-06-23,Mexico,44,Female,Smart TV,1 Month
189,Premium,13,02-09-22,26-06-23,Spain,47,Male,Smart TV,1 Month
190,Basic,11,18-09-22,26-06-23,Italy,37,Female,Tablet,1 Month
191,Premium,10,08-07-22,25-06-23,United States,46,Male,Laptop,1 Month
192,Basic,14,26-06-22,27-06-23,Canada,50,Female,Smartphone,1 Month
193,Standard,11,05-08-22,25-06-23,United Kingdom,50,Male,Laptop,1 Month
194,Standard,14,19-08-22,27-06-23,Australia,37,Male,Laptop,1 Month
195,Basic,11,26-08-22,24-06-23,Germany,50,Female,Smartphone,1 Month
196,Premium,13,09-06-22,24-06-23,France,45,Female,Smart TV,1 Month
197,Basic,14,27-09-22,23-06-23,Brazil,45,Male,Tablet,1 Month
198,Standard,10,18-10-22,27-06-23,Mexico,49,Female,Laptop,1 Month
199,Premium,14,31-10-22,25-06-23,Spain,39,Female,Tablet,1 Month
200,Basic,11,13-10-22,25-06-23,Italy,45,Female,Tablet,1 Month
201,Premium,11,04-07-22,27-06-23,United States,49,Female,Smart TV,1 Month
202,Basic,12,26-06-22,27-06-23,Canada,31,Female,Tablet,1 Month
203,Standard,13,31-07-22,24-06-23,United Kingdom,42,Female,Smart TV,1 Month
204,Standard,12,27-07-22,24-06-23,Australia,37,Male,Smartphone,1 Month
205,Basic,12,30-07-22,25-06-23,Germany,30,Male,Smart TV,1 Month
206,Premium,11,06-08-22,25-06-23,France,40,Male,Smartphone,1 Month
207,Basic,15,16-09-22,24-06-23,Brazil,45,Female,Smartphone,1 Month
208,Standard,15,05-01-23,23-06-23,Mexico,36,Female,Tablet,1 Month
209,Premium,11,10-12-22,24-06-23,Spain,41,Male,Laptop,1 Month
210,Basic,14,22-11-22,26-06-23,Italy,49,Female,Laptop,1 Month
211,Premium,15,15-11-22,27-06-23,United States,40,Male,Tablet,1 Month
212,Basic,11,28-10-22,26-06-23,Canada,36,Male,Smart TV,1 Month
213,Standard,12,08-09-22,24-06-23,United Kingdom,49,Female,Smart TV,1 Month
214,Standard,13,30-06-22,28-06-23,Australia,43,Female,Laptop,1 Month
215,Basic,13,02-09-22,27-06-23,Germany,50,Female,Smartphone,1 Month
216,Premium,14,08-10-22,24-06-23,France,51,Female,Smart TV,1 Month
217,Basic,15,13-11-22,25-06-23,Brazil,44,Male,Smart TV,1 Month
218,Standard,12,15-11-22,28-06-23,Mexico,27,Male,Tablet,1 Month
219,Premium,12,16-11-22,25-06-23,Spain,46,Female,Smartphone,1 Month
220,Basic,12,26-11-22,27-06-23,Italy,29,Male,Tablet,1 Month
221,Basic,12,26-11-22,25-06-23,United States,47,Male,Smartphone,1 Month
222,Basic,10,12-12-22,26-06-23,Canada,48,Female,Smartphone,1 Month
223,Standard,12,08-01-23,25-06-23,United Kingdom,34,Female,Smartphone,1 Month
224,Premium,15,27-11-22,29-06-23,Australia,40,Female,Smartphone,1 Month
225,Basic,14,11-10-22,27-06-23,Germany,48,Female,Smartphone,1 Month
226,Basic,10,27-09-22,26-06-23,France,35,Male,Smartphone,1 Month
227,Premium,12,30-09-22,24-06-23,Brazil,51,Female,Smartphone,1 Month
228,Standard,10,04-11-22,27-06-23,Mexico,39,Male,Smart TV,1 Month
229,Standard,13,04-11-22,27-06-23,Spain,29,Male,Smartphone,1 Month
230,Basic,12,30-10-22,26-06-23,Italy,51,Male,Laptop,1 Month
231,Premium,11,29-10-22,24-06-23,United States,43,Male,Smartphone,1 Month
232,Standard,11,30-08-22,27-06-23,Canada,28,Male,Smartphone,1 Month
233,Basic,15,07-07-22,26-06-23,United Kingdom,50,Female,Smart TV,1 Month
234,Standard,14,26-05-22,27-06-23,Australia,44,Female,Laptop,1 Month
235,Premium,11,17-05-22,25-06-23,Germany,50,Male,Laptop,1 Month
236,Basic,11,08-05-22,26-06-23,France,39,Female,Smartphone,1 Month
237,Premium,13,07-07-22,25-06-23,Brazil,46,Female,Tablet,1 Month
238,Standard,15,17-07-22,28-06-23,Mexico,48,Male,Smartphone,1 Month
239,Basic,15,23-12-22,26-06-23,Spain,38,Male,Smart TV,1 Month
240,Standard,13,27-06-22,26-06-23,Italy,38,Male,Smartphone,1 Month
241,Premium,13,31-05-22,27-06-23,United States,47,Male,Laptop,1 Month
242,Basic,12,02-06-22,26-06-23,Canada,37,Male,Laptop,1 Month
243,Standard,11,25-05-22,27-06-23,United Kingdom,33,Male,Laptop,1 Month
244,Premium,15,26-04-22,26-06-23,Australia,28,Male,Smartphone,1 Month
245,Basic,13,20-04-22,26-06-23,Germany,47,Male,Smart TV,1 Month
246,Premium,11,03-05-22,25-06-23,France,38,Female,Smartphone,1 Month
247,Basic,12,07-07-22,27-06-23,Brazil,27,Male,Smart TV,1 Month
248,Standard,13,15-09-22,26-06-23,Mexico,34,Male,Smartphone,1 Month
249,Standard,14,16-09-22,27-06-23,Spain,42,Female,Smartphone,1 Month
250,Basic,14,09-08-22,26-06-23,Italy,28,Male,Laptop,1 Month
251,Premium,15,25-06-22,27-06-23,United States,30,Male,Laptop,1 Month
252,Basic,11,30-05-22,26-06-23,Canada,38,Female,Smartphone,1 Month
253,Standard,15,21-05-22,25-06-23,United Kingdom,45,Female,Tablet,1 Month
254,Premium,12,20-05-22,27-06-23,Australia,48,Female,Smart TV,1 Month
255,Basic,13,20-05-22,26-06-23,Germany,46,Female,Smart TV,1 Month
256,Premium,12,30-05-22,26-06-23,France,34,Male,Tablet,1 Month
257,Basic,13,17-06-22,25-06-23,Brazil,46,Male,Laptop,1 Month
258,Standard,11,16-07-22,28-06-23,Mexico,41,Female,Smartphone,1 Month
259,Standard,15,05-08-22,26-06-23,Spain,28,Male,Smartphone,1 Month
260,Basic,10,17-07-22,26-06-23,Italy,27,Female,Smartphone,1 Month
261,Premium,13,04-07-22,25-06-23,United States,27,Female,Smart TV,1 Month
262,Basic,12,13-07-22,26-06-23,Canada,28,Female,Tablet,1 Month
263,Standard,15,25-07-22,24-06-23,United Kingdom,46,Male,Smartphone,1 Month
264,Premium,10,09-08-22,27-06-23,Australia,51,Male,Smartphone,1 Month
265,Basic,11,05-08-22,25-06-23,Germany,32,Female,Smart TV,1 Month
266,Premium,10,17-08-22,26-06-23,France,44,Male,Tablet,1 Month
267,Basic,11,08-09-22,27-06-23,Brazil,44,Female,Laptop,1 Month
268,Standard,13,16-10-22,28-06-23,Mexico,34,Female,Smart TV,1 Month
269,Standard,13,15-10-22,25-06-23,Spain,29,Female,Laptop,1 Month
270,Basic,12,04-09-22,25-06-23,Italy,47,Male,Smart TV,1 Month
271,Premium,14,20-08-22,26-06-23,United States,41,Male,Laptop,1 Month
272,Basic,10,10-08-22,26-06-23,Canada,36,Female,Smartphone,1 Month
273,Standard,12,02-08-22,25-06-23,United Kingdom,28,Female,Laptop,1 Month
274,Premium,10,01-08-22,24-06-23,Australia,27,Female,Tablet,1 Month
275,Basic,15,06-08-22,25-06-23,Germany,34,Female,Laptop,1 Month
276,Premium,14,09-08-22,25-06-23,France,34,Female,Smart TV,1 Month
277,Basic,13,12-09-22,26-06-23,Brazil,37,Female,Tablet,1 Month
278,Standard,14,27-09-22,26-06-23,Mexico,34,Female,Laptop,1 Month
279,Standard,15,12-11-22,24-06-23,Spain,50,Female,Laptop,1 Month
280,Basic,12,13-11-22,27-06-23,Italy,34,Female,Laptop,1 Month
281,Premium,12,02-11-22,28-06-23,United States,33,Female,Smart TV,1 Month
282,Basic,11,30-10-22,25-06-23,Canada,33,Male,Smart TV,1 Month
283,Standard,15,30-06-22,26-06-23,United Kingdom,46,Male,Smartphone,1 Month
284,Premium,14,04-08-22,28-06-23,Australia,39,Female,Smartphone,1 Month
285,Basic,10,01-09-22,27-06-23,Germany,42,Female,Laptop,1 Month
286,Premium,14,14-10-22,27-06-23,France,50,Female,Laptop,1 Month
287,Basic,10,16-10-22,26-06-23,Brazil,43,Male,Smartphone,1 Month
288,Standard,14,20-10-22,28-06-23,Mexico,51,Male,Smart TV,1 Month
289,Standard,15,20-11-22,25-06-23,Spain,34,Female,Smart TV,1 Month
290,Basic,12,25-11-22,30-06-23,Italy,48,Male,Smartphone,1 Month
291,Premium,13,04-12-22,27-06-23,United States,29,Female,Tablet,1 Month
292,Basic,11,12-12-22,27-06-23,Canada,43,Female,Laptop,1 Month
293,Standard,14,09-12-22,25-06-23,United Kingdom,39,Female,Laptop,1 Month
294,Premium,10,15-10-22,29-06-23,Australia,50,Male,Laptop,1 Month
295,Basic,14,03-10-22,27-06-23,Germany,45,Male,Laptop,1 Month
296,Basic,12,01-10-22,27-06-23,France,48,Female,Tablet,1 Month
297,Basic,13,02-11-22,24-06-23,Brazil,40,Male,Smartphone,1 Month
298,Standard,14,03-11-22,27-06-23,Mexico,41,Male,Tablet,1 Month
299,Premium,10,30-10-22,27-06-23,Spain,27,Male,Smartphone,1 Month
300,Basic,11,30-10-22,28-06-23,Italy,36,Male,Laptop,1 Month
301,Basic,10,27-09-22,24-06-23,United States,36,Female,Laptop,1 Month
302,Premium,11,14-09-22,27-06-23,Canada,44,Male,Tablet,1 Month
303,Standard,12,11-06-22,26-06-23,United Kingdom,45,Male,Tablet,1 Month
304,Standard,12,11-06-22,29-06-23,Australia,33,Female,Smartphone,1 Month
305,Basic,13,24-05-22,26-06-23,Germany,47,Male,Smart TV,1 Month
306,Premium,13,06-07-22,27-06-23,France,45,Male,Tablet,1 Month
307,Standard,11,08-07-22,28-06-23,Brazil,29,Female,Smart TV,1 Month
308,Basic,13,27-10-22,27-06-23,Mexico,31,Male,Smart TV,1 Month
309,Standard,11,09-08-22,28-06-23,Spain,31,Male,Smartphone,1 Month
310,Premium,15,14-06-22,26-06-23,Italy,49,Female,Smartphone,1 Month
311,Basic,15,07-06-22,27-06-23,United States,29,Female,Smartphone,1 Month
312,Premium,12,27-05-22,26-06-23,Canada,50,Male,Laptop,1 Month
313,Standard,13,27-05-22,27-06-23,United Kingdom,36,Female,Laptop,1 Month
314,Basic,10,21-04-22,26-06-23,Australia,28,Male,Laptop,1 Month
315,Standard,15,28-04-22,27-06-23,Germany,47,Female,Smart TV,1 Month
316,Premium,12,27-05-22,25-06-23,France,50,Female,Laptop,1 Month
317,Basic,15,25-08-22,28-06-23,Brazil,44,Female,Tablet,1 Month
318,Standard,10,02-09-22,27-06-23,Mexico,39,Female,Laptop,1 Month
319,Premium,14,22-08-22,26-06-23,Spain,32,Female,Smartphone,1 Month
320,Basic,15,02-08-22,27-06-23,Italy,30,Female,Laptop,1 Month
321,Premium,12,22-06-22,27-06-23,United States,33,Female,Smartphone,1 Month
322,Basic,15,04-06-22,27-06-23,Canada,44,Male,Smartphone,1 Month
323,Standard,14,31-05-22,26-06-23,United Kingdom,40,Male,Smartphone,1 Month
324,Standard,15,22-05-22,27-06-23,Australia,32,Male,Tablet,1 Month
325,Basic,13,29-05-22,27-06-23,Germany,32,Male,Tablet,1 Month
326,Premium,11,11-06-22,27-06-23,France,30,Male,Smartphone,1 Month
327,Basic,12,06-07-22,26-06-23,Brazil,32,Female,Smartphone,1 Month
328,Standard,12,26-07-22,27-06-23,Mexico,45,Female,Tablet,1 Month
329,Premium,11,22-07-22,25-06-23,Spain,35,Female,Smart TV,1 Month
330,Basic,10,06-07-22,26-06-23,Italy,40,Female,Smart TV,1 Month
331,Premium,14,08-07-22,26-06-23,United States,29,Female,Tablet,1 Month
332,Basic,14,22-07-22,26-06-23,Canada,31,Male,Tablet,1 Month
333,Standard,15,24-07-22,27-06-23,United Kingdom,43,Female,Smart TV,1 Month
334,Standard,11,28-07-22,28-06-23,Australia,34,Male,Smart TV,1 Month
335,Basic,10,11-08-22,25-06-23,Germany,47,Female,Tablet,1 Month
336,Premium,12,02-09-22,26-06-23,France,35,Male,Laptop,1 Month
337,Basic,13,11-10-22,27-06-23,Brazil,36,Male,Laptop,1 Month
338,Standard,12,15-10-22,27-06-23,Mexico,33,Male,Tablet,1 Month
339,Premium,13,05-10-22,25-06-23,Spain,30,Female,Laptop,1 Month
340,Basic,14,13-09-22,25-06-23,Italy,44,Female,Smartphone,1 Month
341,Premium,13,24-08-22,26-06-23,United States,44,Female,Laptop,1 Month
342,Basic,11,09-08-22,26-06-23,Canada,41,Female,Laptop,1 Month
343,Standard,13,06-08-22,25-06-23,United Kingdom,46,Male,Smart TV,1 Month
344,Standard,13,07-08-22,26-06-23,Australia,42,Female,Smartphone,1 Month
345,Basic,10,08-08-22,25-06-23,Germany,48,Female,Smart TV,1 Month
346,Premium,15,31-08-22,26-06-23,France,37,Male,Tablet,1 Month
347,Basic,14,21-09-22,28-06-23,Brazil,29,Male,Smartphone,1 Month
348,Standard,14,05-10-22,26-06-23,Mexico,30,Male,Smart TV,1 Month
349,Premium,14,02-11-22,26-06-23,Spain,28,Male,Smartphone,1 Month
